-3.79545,5.426,-1.15,0.3,1.331721,0
9.0375,-2.899,7.605,0.3,1.331721,0
2.90975,-8.294,-11.405,0.3,1.331721,0
-14.406,-9.188,-4.84,0.3,1.331721,0
-14.4,2.0655,13.27,0.3,1.331721,0
0.6739,10.656,17.075,0.3,1.331721,0
4.2029,-20.245,2.075,0.3,1.331721,0
-3.30915,-11.4065,17.405,0.3,1.331721,0
6.935,20.4365,-0.5,0.3,1.331721,0
20.6375,7.4455,-1.20499999999999,0.3,1.331721,0
-12.6035,3.4087,-19.185,0.3,1.331721,0
-12.1055,19.0955,6.275,0.3,1.331721,0
20.877,-10.6255,-2.95,0.3,1.331721,0
17.401,2.74195,-17.98,0.3,1.331721,0
3.1141,13.2555,-21.845,0.3,1.331721,0
-23.81,9.2295,-5.235,0.3,1.331721,0
15.283,-16.8835,17.325,0.3,1.331721,0
19.001,2.44555,21.72,0.3,1.331721,0
-9.6795,-16.947,-21.48,0.3,1.331721,0
1.35995,-4.9558,-28.7785,0.3,1.331721,0
-12.3955,21.755,-15.28,0.3,1.331721,0
17.8955,18.601,14.015,0.3,1.331721,0
-23.812,-14.208,11.455,0.3,1.331721,0
-12.2505,-27.8775,-2.65499999999999,0.3,1.331721,0
18.6785,20.5335,-14.31,0.3,1.331721,0
7.1755,-26.942,-17.76,0.3,1.331721,0
-11.6505,5.6515,30.995,0.3,1.331721,0
2.90175,31.0865,13.025,0.3,1.331721,0
3.62765,30.4245,-16.845,0.3,1.331721,0
32.994,-5.899,10.16,0.3,1.331721,0
21.3155,-16.414,-22.62,0.3,1.331721,0
6.4825,7.757,33.68,0.3,1.331721,0
-26.5935,-9.4335,-21.2,0.3,1.331721,0
-9.4155,23.6725,24.59,0.3,1.331721,0
-7.191,34.7185,-3.31,0.3,1.331721,0
-18.2445,-11.148,28.57,0.3,1.331721,0
-35.152,-5.386,-5.645,0.3,1.331721,0
2.0971,-32.626,15.155,0.3,1.331721,0
21.823,-28.317,-4.70499999999999,0.3,1.331721,0
-14.484,-26.62,20.315,0.3,1.331721,0
-33.299,2.0117,14.895,0.3,1.331721,0
-28.3945,-22.3225,-8.31,0.3,1.331721,0
35.446,-2.13825,-10.705,0.3,1.331721,0
2.557,-22.623,29.955,0.3,1.331721,0
28.774,24.44,1.235,0.3,1.331721,0
-24.5225,28.84,-2.55,0.3,1.331721,0
8.671,24.5565,28.82,0.3,1.331721,0
-15.23,-2.5173,-36.046,0.3,1.331721,0
15.477,-9.168,34.85,0.3,1.331721,0
-13.1325,15.427,-33.932,0.3,1.331721,0
15.8315,35.9815,-4.915,0.3,1.331721,0
7.112,-39.553,-1.09500000000001,0.3,1.331721,0
-2.08005,-6.805,39.685,0.3,1.331721,0
-26.185,15.546,26.55,0.3,1.331721,0
34.8615,12.2445,16.5,0.3,1.331721,0
-29.187,7.822,-27.4135,0.3,1.331721,0
-36.182,18.2545,7.29,0.3,1.331721,0
17.508,-3.5237,-37.4075,0.3,1.331721,0
3.91535,10.881,-39.9275,0.3,1.331721,0
-23.3225,30.612,16,0.3,1.331721,0
20.207,-34.214,12.815,0.3,1.331721,0
24.9765,13.106,-31.167,0.3,1.331721,0
5.2205,-20.565,-36.5725,0.3,1.331721,0
12.248,25.5475,-31.4095,0.3,1.331721,0
-26.4615,-32.0535,8.27,0.3,1.331721,0
38.5035,-18.992,-5.39,0.3,1.331721,0
36.402,16.9795,-16.29,0.3,1.331721,0
33.097,-3.7678,-28.7365,0.3,1.331721,0
-22.075,-29.8655,-23.795,0.3,1.331721,0
43.145,9.3995,1.06,0.3,1.331721,0
-41.927,11.375,-9.05,0.3,1.331721,0
23.419,12.6745,35.675,0.3,1.331721,0
-6.3495,-41.8375,-13.935,0.3,1.331721,0
30.6405,-17.7725,27.07,0.3,1.331721,0
-5.7555,-33.0275,-29.6615,0.3,1.331721,0
-31.661,24.9435,-19.985,0.3,1.331721,0
21.2545,36.876,15.54,0.3,1.331721,0
-11.3845,-43.977,5.23,0.3,1.331721,0
-42.699,-13.808,8.84,0.3,1.331721,0
-12.2755,-19.557,-40.4085,0.3,1.331721,0
37.092,-26.1555,10.61,0.3,1.331721,0
-33.3115,-20.808,25.15,0.3,1.331721,0
-30.813,0.70165,35.25,0.3,1.331721,0
-11.2775,43.5695,13.585,0.3,1.331721,0
-6.826,20.527,41.805,0.3,1.331721,0
24.517,-34.2185,-21.73,0.3,1.331721,0
-20.365,39.8895,-16.25,0.3,1.331721,0
